qualify_id,race_id,driver_id,constructor_id,number,position,q1,q2,q3,data_source,ingestion_date
3675,351,67,5,16,14,1:49.063,1:48.502,\N,dev,2024-06-12
3676,351,2,15,22,15,1:48.696,1:48.557,\N,dev,2024-06-12
3677,351,16,10,14,16,1:48.496,1:48.899,\N,dev,2024-06-12
3678,351,24,10,15,17,1:48.988,1:48.961,\N,dev,2024-06-12
3679,351,10,166,24,18,1:50.271,\N,\N,dev,2024-06-12
3680,351,5,205,19,19,1:50.915,\N,\N,dev,2024-06-12
3681,351,810,166,25,20,1:51.107,\N,\N,dev,2024-06-12
3682,351,15,205,18,21,1:51.641,\N,\N,dev,2024-06-12
3683,351,32,164,20,22,1:52.946,\N,\N,dev,2024-06-12
3684,351,811,164,21,23,1:54.174,\N,\N,dev,2024-06-12
3685,351,13,6,7,24,\N,\N,\N,dev,2024-06-12
3686,352,20,9,5,1,1:32.035,1:31.184,1:30.785,dev,2024-06-12
3687,352,17,9,6,2,1:32.476,1:31.241,1:30.853,dev,2024-06-12
3688,352,1,1,2,3,1:32.809,1:31.523,1:31.169,dev,2024-06-12
3689,352,9,4,11,4,1:32.808,1:32.042,1:31.231,dev,2024-06-12
3690,352,4,6,8,5,1:32.555,1:31.819,1:31.352,dev,2024-06-12
3691,352,18,1,1,6,1:32.636,1:31.763,1:31.378,dev,2024-06-12
3692,352,3,131,4,7,1:32.238,1:31.886,1:31.494,dev,2024-06-12
3693,352,22,3,9,8,1:32.361,1:31.874,1:31.535,dev,2024-06-12
3694,352,807,3,10,9,1:32.211,1:31.926,1:31.559,dev,2024-06-12
3695,352,30,131,3,10,1:32.513,1:32.073,1:31.846,dev,2024-06-12
3696,352,2,15,22,11,1:33.011,1:32.187,\N,dev,2024-06-12
3697,352,13,6,7,12,1:32.721,1:32.321,\N,dev,2024-06-12
3698,352,808,4,12,13,1:32.849,1:32.422,\N,dev,2024-06-12
3699,352,155,15,23,14,1:32.783,1:32.427,\N,dev,2024-06-12
3700,352,16,10,14,15,1:33.186,1:32.659,\N,dev,2024-06-12
3701,352,153,5,17,16,1:33.471,1:33.071,\N,dev,2024-06-12
3702,352,24,10,15,17,1:33.216,1:33.154,\N,dev,2024-06-12
3703,352,67,5,16,18,1:33.568,\N,\N,dev,2024-06-12
3704,352,15,205,18,19,1:35.346,\N,\N,dev,2024-06-12
3705,352,5,205,19,20,1:35.464,\N,\N,dev,2024-06-12
3706,352,810,166,25,21,1:36.265,\N,\N,dev,2024-06-12
3707,352,10,166,24,22,1:36.332,\N,\N,dev,2024-06-12
3708,352,811,164,21,23,1:37.270,\N,\N,dev,2024-06-12
3709,352,29,164,20,24,1:37.365,\N,\N,dev,2024-06-12
3710,353,20,9,5,1,1:37.123,1:36.074,1:35.585,dev,2024-06-12
3711,353,17,9,6,2,1:37.373,1:36.039,1:35.659,dev,2024-06-12
3712,353,4,6,8,3,1:37.144,1:36.287,1:35.766,dev,2024-06-12
3713,353,1,1,2,4,1:37.113,1:36.197,1:36.062,dev,2024-06-12
3714,353,3,131,4,5,1:37.708,1:36.791,1:36.535,dev,2024-06-12
3715,353,13,6,7,6,1:37.515,1:36.169,1:36.571,dev,2024-06-12
3716,353,18,1,1,7,1:38.123,1:37.064,1:36.731,dev,2024-06-12
3717,353,9,4,11,8,1:37.703,1:37.179,1:36.824,dev,2024-06-12
3718,353,30,131,3,9,1:37.980,1:37.077,1:36.950,dev,2024-06-12
3719,353,22,3,9,10,1:38.257,1:37.511,1:36.998,dev,2024-06-12
3720,353,807,3,10,11,1:38.115,1:37.620,\N,dev,2024-06-12
3721,353,155,15,23,12,1:38.429,1:37.643,\N,dev,2024-06-12
3722,353,2,15,22,13,1:38.171,1:37.715,\N,dev,2024-06-12
3723,353,16,10,14,14,1:38.572,1:37.783,\N,dev,2024-06-12
3724,353,808,4,12,15,1:38.174,1:37.799,\N,dev,2024-06-12
3725,353,153,5,17,16,1:38.583,1:37.853,\N,dev,2024-06-12
3726,353,67,5,16,17,1:38.621,1:38.594,\N,dev,2024-06-12
3727,353,24,10,15,18,1:38.955,\N,\N,dev,2024-06-12
3728,353,15,205,18,19,1:40.521,\N,\N,dev,2024-06-12
3729,353,10,166,24,20,1:40.748,\N,\N,dev,2024-06-12
3730,353,5,205,19,21,1:41.768,\N,\N,dev,2024-06-12
3731,353,810,166,25,22,1:42.325,\N,\N,dev,2024-06-12
3732,353,29,164,20,23,1:42.444,\N,\N,dev,2024-06-12
3733,353,811,164,21,24,1:43.283,\N,\N,dev,2024-06-12
3734,354,807,3,10,1,1:20.050,1:19.144,1:14.470,dev,2024-06-12
3735,354,20,9,5,2,1:19.160,1:18.691,1:15.519,dev,2024-06-12
3736,354,17,9,6,3,1:19.025,1:18.516,1:15.637,dev,2024-06-12
3737,354,1,1,2,4,1:19.931,1:18.921,1:15.747,dev,2024-06-12
3738,354,4,6,8,5,1:18.987,1:19.010,1:15.989,dev,2024-06-12
3739,354,22,3,9,6,1:19.799,1:18.925,1:16.203,dev,2024-06-12
3740,354,9,4,11,7,1:19.249,1:18.877,1:16.552,dev,2024-06-12
3741,354,30,131,3,8,1:19.879,1:18.923,1:16.925,dev,2024-06-12
3742,354,13,6,7,9,1:19.778,1:19.200,1:17.101,dev,2024-06-12
3743,354,808,4,12,10,1:20.189,1:19.153,1:17.656,dev,2024-06-12
3744,354,18,1,1,11,1:19.905,1:19.288,\N,dev,2024-06-12
3745,354,155,15,23,12,1:19.741,1:19.385,\N,dev,2024-06-12
3746,354,3,131,4,13,1:20.153,1:19.486,\N,dev,2024-06-12
3747,354,153,5,17,14,1:20.158,1:19.581,\N,dev,2024-06-12
3748,354,67,5,16,15,1:20.096,1:19.847,\N,dev,2024-06-12
3749,354,2,15,22,16,1:20.174,1:19.899,\N,dev,2024-06-12
3750,354,24,10,15,17,1:20.592,1:20.357,\N,dev,2024-06-12
3751,354,16,10,14,18,1:20.830,\N,\N,dev,2024-06-12
3752,354,10,166,24,19,1:22.130,\N,\N,dev,2024-06-12
3753,354,15,205,18,20,1:22.250,\N,\N,dev,2024-06-12
3754,354,5,205,19,21,1:22.378,\N,\N,dev,2024-06-12
3755,354,810,166,25,22,1:22.810,\N,\N,dev,2024-06-12
3756,354,32,164,20,23,1:23.083,\N,\N,dev,2024-06-12
3757,354,811,164,21,24,1:23.796,\N,\N,dev,2024-06-12
3758,355,20,9,5,1,1:40.318,1:39.874,1:39.394,dev,2024-06-12
3759,355,1,1,2,2,1:40.335,1:40.119,1:39.425,dev,2024-06-12
3760,355,4,6,8,3,1:40.170,1:40.311,1:39.792,dev,2024-06-12
3761,355,18,1,1,4,1:40.877,1:40.014,1:39.823,dev,2024-06-12
3762,355,17,9,6,5,1:40.690,1:40.074,1:39.925,dev,2024-06-12
3763,355,13,6,7,6,1:40.942,1:40.323,1:40.202,dev,2024-06-12
3764,355,22,3,9,7,1:40.904,1:40.476,1:40.203,dev,2024-06-12
3765,355,30,131,3,8,1:41.222,1:40.452,1:40.516,dev,2024-06-12
3766,355,3,131,4,9,1:40.231,1:40.060,1:40.589,dev,2024-06-12
3767,355,808,4,12,10,1:41.018,1:40.658,1:40.901,dev,2024-06-12
3768,355,9,4,11,11,1:41.336,1:40.780,\N,dev,2024-06-12
3769,355,155,15,23,12,1:41.045,1:40.783,\N,dev,2024-06-12
3770,355,16,10,14,13,1:41.473,1:40.914,\N,dev,2024-06-12
3771,355,2,15,22,14,1:41.409,1:41.113,\N,dev,2024-06-12
3772,355,807,3,10,15,1:41.015,1:41.418,\N,dev,2024-06-12
3773,355,24,10,15,16,1:41.681,1:41.642,\N,dev,2024-06-12
3774,355,153,5,17,17,1:41.707,1:41.738,\N,dev,2024-06-12
3775,355,67,5,16,18,1:41.824,\N,\N,dev,2024-06-12
3776,355,15,205,18,19,1:43.516,\N,\N,dev,2024-06-12
3777,355,5,205,19,20,1:43.712,\N,\N,dev,2024-06-12
3778,355,10,166,24,21,1:44.095,\N,\N,dev,2024-06-12
3779,355,810,166,25,22,1:44.510,\N,\N,dev,2024-06-12
3780,355,811,164,21,23,1:45.085,\N,\N,dev,2024-06-12
3781,355,32,164,20,24,1:45.296,\N,\N,dev,2024-06-12
3782,108,30,6,1,1,1:27.173,\N,\N,dev,2024-06-12
3783,108,22,6,2,2,1:27.418,\N,\N,dev,2024-06-12
3784,108,31,3,3,3,1:28.101,\N,\N,dev,2024-06-12
3785,108,49,15,10,4,1:28.274,\N,\N,dev,2024-06-12
3786,108,44,7,20,5,1:28.288,\N,\N,dev,2024-06-12
3787,108,35,16,16,6,1:28.420,\N,\N,dev,2024-06-12
3788,108,2,15,9,7,1:28.464,\N,\N,dev,2024-06-12
3789,108,18,16,17,8,1:28.682,\N,\N,dev,2024-06-12
3790,108,23,3,4,9,1:28.830,\N,\N,dev,2024-06-12
3791,108,4,4,8,10,1:28.928,\N,\N,dev,2024-06-12
3792,108,14,1,5,11,1:29.105,\N,\N,dev,2024-06-12
3793,108,15,4,7,12,1:29.136,\N,\N,dev,2024-06-12
3794,108,21,17,11,13,1:29.344,\N,\N,dev,2024-06-12
3795,108,17,19,14,14,1:29.367,\N,\N,dev,2024-06-12
3796,108,8,1,6,15,1:29.470,\N,\N,dev,2024-06-12
3797,108,43,7,21,16,1:29.538,\N,\N,dev,2024-06-12
3798,108,52,17,12,17,1:31.242,\N,\N,dev,2024-06-12
3799,108,42,19,15,18,1:31.723,\N,\N,dev,2024-06-12
3800,108,51,18,18,19,\N,\N,\N,dev,2024-06-12
3801,108,50,18,19,20,\N,\N,\N,dev,2024-06-12
3802,110,22,6,2,1,1:13.807,\N,\N,dev,2024-06-12
3803,110,14,1,5,2,1:13.818,\N,\N,dev,2024-06-12
3804,110,17,19,14,3,1:13.851,\N,\N,dev,2024-06-12
3805,110,8,1,6,4,1:13.866,\N,\N,dev,2024-06-12
3806,110,15,4,7,5,1:13.953,\N,\N,dev,2024-06-12
3807,110,23,3,4,6,1:14.124,\N,\N,dev,2024-06-12
3808,110,30,6,1,7,1:14.130,\N,\N,dev,2024-06-12
3809,110,21,17,11,8,1:14.191,\N,\N,dev,2024-06-12
3810,110,31,3,3,9,1:14.223,\N,\N,dev,2024-06-12
3811,110,4,4,8,10,1:14.384,\N,\N,dev,2024-06-12
3812,110,18,16,17,11,1:14.504,\N,\N,dev,2024-06-12
3813,110,2,15,9,12,1:14.631,\N,\N,dev,2024-06-12
3814,110,35,16,16,13,1:14.668,\N,\N,dev,2024-06-12
3815,110,49,15,10,14,1:14.839,\N,\N,dev,2024-06-12
3816,110,44,7,20,15,1:14.839,\N,\N,dev,2024-06-12
3817,110,52,17,12,16,1:15.240,\N,\N,dev,2024-06-12
3818,110,42,19,15,17,1:15.317,\N,\N,dev,2024-06-12
3819,110,43,7,21,18,1:15.641,\N,\N,dev,2024-06-12
3820,110,50,18,19,19,1:16.542,\N,\N,dev,2024-06-12
3821,110,51,18,18,20,1:16.586,\N,\N,dev,2024-06-12
3822,111,30,6,1,1,1:22.327,\N,\N,dev,2024-06-12
3823,111,23,3,4,2,1:22.341,\N,\N,dev,2024-06-12
3824,111,22,6,2,3,1:22.557,\N,\N,dev,2024-06-12
3825,111,31,3,3,4,1:22.789,\N,\N,dev,2024-06-12
3826,111,17,19,14,5,1:23.015,\N,\N,dev,2024-06-12
3827,111,8,1,6,6,1:23.148,\N,\N,dev,2024-06-12
3828,111,35,16,16,7,1:23.160,\N,\N,dev,2024-06-12
3829,111,4,4,8,8,1:23.169,\N,\N,dev,2024-06-12
3830,111,18,16,17,9,1:23.381,\N,\N,dev,2024-06-12
3831,111,44,7,20,10,1:23.460,\N,\N,dev,2024-06-12
3832,111,2,15,9,11,1:23.700,\N,\N,dev,2024-06-12
3833,111,14,1,5,12,1:23.818,\N,\N,dev,2024-06-12
3834,111,43,7,21,13,1:23.838,\N,\N,dev,2024-06-12
3835,111,49,15,10,14,1:23.932,\N,\N,dev,2024-06-12
3836,111,42,19,15,15,1:24.147,\N,\N,dev,2024-06-12
3837,111,15,4,7,16,1:24.190,\N,\N,dev,2024-06-12
3838,111,21,17,11,17,1:24.317,\N,\N,dev,2024-06-12
3839,111,51,18,18,18,1:25.826,\N,\N,dev,2024-06-12
3840,111,52,17,12,19,1:26.357,\N,\N,dev,2024-06-12
3841,111,50,18,19,20,\N,\N,\N,dev,2024-06-12
3842,112,30,6,1,1,1:17.762,\N,\N,dev,2024-06-12
3843,112,22,6,2,2,1:18.020,\N,\N,dev,2024-06-12
3844,112,4,4,8,3,1:18.233,\N,\N,dev,2024-06-12
3845,112,15,4,7,4,1:18.615,\N,\N,dev,2024-06-12
3846,112,18,16,17,5,1:18.704,\N,\N,dev,2024-06-12
3847,112,44,7,20,6,1:18.811,\N,\N,dev,2024-06-12
3848,112,23,3,4,7,1:19.006,\N,\N,dev,2024-06-12
3849,112,14,1,5,8,1:19.128,\N,\N,dev,2024-06-12
3850,112,31,3,3,9,1:19.377,\N,\N,dev,2024-06-12
3851,112,49,15,10,10,1:19.427,\N,\N,dev,2024-06-12
3852,112,35,16,16,11,1:19.563,\N,\N,dev,2024-06-12
3853,112,17,19,14,12,1:19.615,\N,\N,dev,2024-06-12
3854,112,43,7,21,13,1:19.623,\N,\N,dev,2024-06-12
3855,112,2,15,9,14,1:19.646,\N,\N,dev,2024-06-12
3856,112,52,17,12,15,1:20.215,\N,\N,dev,2024-06-12
3857,112,42,19,15,16,1:20.308,\N,\N,dev,2024-06-12
3858,112,21,17,11,17,1:20.976,\N,\N,dev,2024-06-12
3859,112,51,18,18,18,1:22.104,\N,\N,dev,2024-06-12
3860,112,50,18,19,19,1:22.237,\N,\N,dev,2024-06-12
3861,112,8,1,6,20,\N,\N,\N,dev,2024-06-12
3862,113,30,6,1,1,1:09.150,\N,\N,dev,2024-06-12
3863,113,8,1,6,2,1:09.189,\N,\N,dev,2024-06-12
3864,113,31,3,3,3,1:09.391,\N,\N,dev,2024-06-12
3865,113,2,15,9,4,1:09.725,\N,\N,dev,2024-06-12
3866,113,22,6,2,5,1:09.784,\N,\N,dev,2024-06-12
3867,113,15,4,7,6,1:09.890,\N,\N,dev,2024-06-12
3868,113,18,16,17,7,1:09.935,\N,\N,dev,2024-06-12
3869,113,42,19,15,8,1:10.045,\N,\N,dev,2024-06-12
3870,113,21,17,11,9,1:10.105,\N,\N,dev,2024-06-12
3871,113,23,3,4,10,1:10.279,\N,\N,dev,2024-06-12
3872,113,44,7,20,11,1:10.402,\N,\N,dev,2024-06-12
3873,113,35,16,16,12,1:10.618,\N,\N,dev,2024-06-12
3874,113,43,7,21,13,1:10.834,\N,\N,dev,2024-06-12
3875,113,14,1,5,14,1:10.893,\N,\N,dev,2024-06-12
3876,113,49,15,10,15,1:11.307,\N,\N,dev,2024-06-12
3877,113,52,17,12,16,1:11.505,\N,\N,dev,2024-06-12
3878,113,17,19,14,17,1:11.662,\N,\N,dev,2024-06-12
3879,113,51,18,18,18,1:14.508,\N,\N,dev,2024-06-12
3880,113,4,4,8,19,1:20.113,\N,\N,dev,2024-06-12
3881,113,50,18,19,20,\N,\N,\N,dev,2024-06-12
3882,114,23,3,4,1,1:15.259,,,dev,2024-06-12
3883,114,8,1,6,2,1:15.295,,,dev,2024-06-12
3884,114,31,3,3,3,1:15.415,,,dev,2024-06-12
3885,114,15,4,7,4,1:15.500,,,dev,2024-06-12
3886,114,30,6,1,5,1:15.644,,,dev,2024-06-12
3887,114,14,1,5,6,1:15.700,,,dev,2024-06-12
3888,114,22,6,2,7,1:15.820,,,dev,2024-06-12
3889,114,4,4,8,8,1:15.884,,,dev,2024-06-12
3890,114,17,19,14,9,1:16.237,,,dev,2024-06-12
3891,114,43,7,21,10,1:16.744,,,dev,2024-06-12
3892,114,35,16,16,11,1:16.755,,,dev,2024-06-12
3893,114,21,17,11,12,1:16.967,,,dev,2024-06-12
3894,114,42,19,15,13,1:17.103,,,dev,2024-06-12
3895,114,2,15,9,14,1:17.176,,,dev,2024-06-12
3896,114,49,15,10,15,1:17.402,,,dev,2024-06-12
3897,114,52,17,12,16,1:17.452,,,dev,2024-06-12
3898,114,44,7,20,17,1:17.464,,,dev,2024-06-12
3899,114,50,18,19,18,1:18.706,,,dev,2024-06-12
3900,114,51,18,18,19,1:20.063,,,dev,2024-06-12
3901,115,23,3,4,1,1:15.529,\N,\N,dev,2024-06-12
3902,115,31,3,3,2,1:15.923,\N,\N,dev,2024-06-12
3903,115,30,6,1,3,1:16.047,\N,\N,dev,2024-06-12
3904,115,4,4,8,4,1:16.048,\N,\N,dev,2024-06-12
3905,115,22,6,2,5,1:16.143,\N,\N,dev,2024-06-12
3906,115,17,19,14,6,1:16.182,\N,\N,dev,2024-06-12
3907,115,44,7,20,7,1:16.598,\N,\N,dev,2024-06-12
3908,115,15,4,7,8,1:16.718,\N,\N,dev,2024-06-12
3909,115,43,7,21,9,1:16.826,\N,\N,dev,2024-06-12
3910,115,49,15,10,10,1:16.939,\N,\N,dev,2024-06-12
3911,115,14,1,5,11,1:17.024,\N,\N,dev,2024-06-12
3912,115,2,15,9,12,1:17.086,\N,\N,dev,2024-06-12
3913,115,42,19,15,13,1:17.337,\N,\N,dev,2024-06-12
3914,115,35,16,16,14,1:17.347,\N,\N,dev,2024-06-12
3915,115,50,18,19,15,1:18.014,\N,\N,dev,2024-06-12
3916,115,21,17,11,16,1:18.036,\N,\N,dev,2024-06-12
3917,115,18,16,17,17,1:18.205,\N,\N,dev,2024-06-12
3918,115,51,18,18,18,1:18.560,\N,\N,dev,2024-06-12
3919,115,52,17,12,19,1:18.692,\N,\N,dev,2024-06-12
3920,115,8,1,6,20,\N,\N,\N,dev,2024-06-12
3921,116,8,1,6,1,1:31.523,\N,\N,dev,2024-06-12
3922,116,30,6,1,2,1:31.555,\N,\N,dev,2024-06-12
3923,116,23,3,4,3,1:31.619,\N,\N,dev,2024-06-12
3924,116,31,3,3,4,1:31.765,\N,\N,dev,2024-06-12
3925,116,22,6,2,5,1:31.780,\N,\N,dev,2024-06-12
3926,116,15,4,7,6,1:31.976,\N,\N,dev,2024-06-12
3927,116,44,7,20,7,1:32.350,\N,\N,dev,2024-06-12
3928,116,4,4,8,8,1:32.424,\N,\N,dev,2024-06-12
3929,116,14,1,5,9,1:32.742,\N,\N,dev,2024-06-12
3930,116,43,7,21,10,1:32.949,\N,\N,dev,2024-06-12
3931,116,17,19,14,11,1:33.066,\N,\N,dev,2024-06-12
3932,116,18,16,17,12,1:33.395,\N,\N,dev,2024-06-12
3933,116,21,17,11,13,1:33.553,\N,\N,dev,2024-06-12
3934,116,52,17,12,14,1:33.827,\N,\N,dev,2024-06-12
3935,116,49,15,10,15,1:34.000,\N,\N,dev,2024-06-12
3936,116,42,19,15,16,1:34.159,\N,\N,dev,2024-06-12
3937,116,35,16,16,17,1:34.596,\N,\N,dev,2024-06-12
3938,116,50,18,19,18,1:36.318,\N,\N,dev,2024-06-12
3939,116,51,18,18,19,1:36.485,\N,\N,dev,2024-06-12
3940,116,2,15,9,20,\N,\N,\N,dev,2024-06-12
3941,117,23,3,4,1,1:15.019,\N,\N,dev,2024-06-12
3942,117,31,3,3,2,1:15.136,\N,\N,dev,2024-06-12
3943,117,30,6,1,3,1:15.480,\N,\N,dev,2024-06-12
3944,117,8,1,6,4,1:15.533,\N,\N,dev,2024-06-12
3945,117,14,1,5,5,1:15.628,\N,\N,dev,2024-06-12
3946,117,15,4,7,6,1:15.967,\N,\N,dev,2024-06-12
3947,117,4,4,8,7,1:16.087,\N,\N,dev,2024-06-12
3948,117,22,6,2,8,1:16.166,\N,\N,dev,2024-06-12
3949,117,17,19,14,9,1:16.308,\N,\N,dev,2024-06-12
3950,117,44,7,20,10,1:16.345,\N,\N,dev,2024-06-12
3951,117,42,19,15,11,1:16.965,\N,\N,dev,2024-06-12
3952,117,35,16,16,12,1:16.990,\N,\N,dev,2024-06-12
3953,117,43,7,21,13,1:17.068,\N,\N,dev,2024-06-12
3954,117,18,16,17,14,1:17.077,\N,\N,dev,2024-06-12
3955,117,2,15,9,15,1:17.445,\N,\N,dev,2024-06-12
3956,117,49,15,10,16,1:17.562,\N,\N,dev,2024-06-12
3957,117,21,17,11,17,1:18.431,\N,\N,dev,2024-06-12
3958,117,52,17,12,18,1:18.514,\N,\N,dev,2024-06-12
3959,117,50,18,19,19,1:18.709,\N,\N,dev,2024-06-12
3960,117,51,18,18,20,1:19.619,\N,\N,dev,2024-06-12
3961,118,22,6,2,1,1:21.209,\N,\N,dev,2024-06-12
3962,118,15,4,7,2,1:21.381,\N,\N,dev,2024-06-12
3963,118,8,1,6,3,1:21.695,\N,\N,dev,2024-06-12
3964,118,23,3,4,4,1:21.727,\N,\N,dev,2024-06-12
3965,118,30,6,1,5,1:21.867,\N,\N,dev,2024-06-12
3966,118,43,7,21,6,1:22.081,\N,\N,dev,2024-06-12
3967,118,31,3,3,7,1:22.214,\N,\N,dev,2024-06-12
3968,118,4,4,8,8,1:22.404,\N,\N,dev,2024-06-12
3969,118,35,16,16,9,1:22.591,\N,\N,dev,2024-06-12
3970,118,42,19,15,10,1:22.634,\N,\N,dev,2024-06-12
3971,118,17,19,14,11,1:22.647,\N,\N,dev,2024-06-12
3972,118,14,1,5,12,1:22.811,\N,\N,dev,2024-06-12
3973,118,44,7,20,13,1:23.042,\N,\N,dev,2024-06-12
3974,118,49,15,10,14,1:23.187,\N,\N,dev,2024-06-12
3975,118,21,17,11,15,1:23.574,\N,\N,dev,2024-06-12
3976,118,2,15,9,16,1:23.844,\N,\N,dev,2024-06-12
3977,118,52,17,12,17,1:24.385,\N,\N,dev,2024-06-12
3978,118,51,18,18,18,1:25.468,\N,\N,dev,2024-06-12
3979,118,50,18,19,19,1:25.759,\N,\N,dev,2024-06-12
3980,118,18,16,17,20,\N,\N,\N,dev,2024-06-12
3981,119,31,3,3,1,1:15.167,\N,\N,dev,2024-06-12
3982,119,23,3,4,2,1:15.185,\N,\N,dev,2024-06-12
3983,119,22,6,2,3,1:15.488,\N,\N,dev,2024-06-12
3984,119,15,4,7,4,1:15.679,\N,\N,dev,2024-06-12
3985,119,8,1,6,5,1:15.874,\N,\N,dev,2024-06-12
3986,119,30,6,1,6,1:15.898,\N,\N,dev,2024-06-12
3987,119,44,7,20,7,1:16.034,\N,\N,dev,2024-06-12
3988,119,4,4,8,8,1:16.483,\N,\N,dev,2024-06-12
3989,119,43,7,21,9,1:16.550,\N,\N,dev,2024-06-12
3990,119,14,1,5,10,1:16.666,\N,\N,dev,2024-06-12
3991,119,17,19,14,11,1:16.775,\N,\N,dev,2024-06-12
3992,119,21,17,11,12,1:16.831,\N,\N,dev,2024-06-12
3993,119,35,16,16,13,1:17.090,\N,\N,dev,2024-06-12
3994,119,49,15,10,14,1:17.169,\N,\N,dev,2024-06-12
3995,119,2,15,9,15,1:17.557,\N,\N,dev,2024-06-12
3996,119,51,19,15,16,1:18.021,\N,\N,dev,2024-06-12
3997,119,18,16,17,17,1:18.085,\N,\N,dev,2024-06-12
3998,119,52,17,12,18,1:18.341,\N,\N,dev,2024-06-12
3999,119,50,18,19,19,1:19.023,\N,\N,dev,2024-06-12
4000,119,53,18,18,20,1:19.174,\N,\N,dev,2024-06-12
4001,120,4,4,8,1,1:21.688,\N,\N,dev,2024-06-12
4002,120,23,3,4,2,1:21.944,\N,\N,dev,2024-06-12
4003,120,17,19,14,3,1:22.027,\N,\N,dev,2024-06-12
4004,120,31,3,3,4,1:22.180,\N,\N,dev,2024-06-12
4005,120,22,6,2,5,1:22.180,\N,\N,dev,2024-06-12
4006,120,15,4,7,6,1:22.610,\N,\N,dev,2024-06-12
4007,120,8,1,6,7,1:22.742,\N,\N,dev,2024-06-12
4008,120,30,6,1,8,1:22.755,\N,\N,dev,2024-06-12
4009,120,14,1,5,9,1:23.060,\N,\N,dev,2024-06-12
4010,120,44,7,20,10,1:23.369,\N,\N,dev,2024-06-12
4011,120,2,15,9,11,1:23.621,\N,\N,dev,2024-06-12
4012,120,51,19,15,12,1:23.660,\N,\N,dev,2024-06-12
4013,120,21,17,11,13,1:23.726,\N,\N,dev,2024-06-12
4014,120,18,16,17,14,1:23.847,\N,\N,dev,2024-06-12
4015,120,43,7,21,15,1:23.982,\N,\N,dev,2024-06-12
4016,120,35,16,16,16,1:24.100,\N,\N,dev,2024-06-12
4017,120,49,15,10,17,1:24.569,\N,\N,dev,2024-06-12
4018,120,50,18,19,18,1:26.423,\N,\N,dev,2024-06-12
4019,120,47,17,12,19,1:26.678,\N,\N,dev,2024-06-12
4020,120,53,18,18,20,1:28.907,\N,\N,dev,2024-06-12
4021,121,30,6,1,1,1:20.963,\N,\N,dev,2024-06-12
4022,121,31,3,3,2,1:21.014,\N,\N,dev,2024-06-12
4023,121,22,6,2,3,1:21.242,\N,\N,dev,2024-06-12
4024,121,8,1,6,4,1:21.466,\N,\N,dev,2024-06-12
4025,121,48,3,4,5,1:21.834,\N,\N,dev,2024-06-12
4026,121,15,4,7,6,1:21.944,\N,\N,dev,2024-06-12
4027,121,18,16,17,7,1:22.301,\N,\N,dev,2024-06-12
4028,121,14,1,5,8,1:22.471,\N,\N,dev,2024-06-12
4029,121,44,7,20,9,1:22.488,\N,\N,dev,2024-06-12
4030,121,35,16,16,10,1:22.717,\N,\N,dev,2024-06-12
4031,121,17,19,14,11,1:22.754,\N,\N,dev,2024-06-12
4032,121,43,7,21,12,1:22.914,\N,\N,dev,2024-06-12
4033,121,21,17,11,13,1:22.992,\N,\N,dev,2024-06-12
4034,121,49,15,10,14,1:23.216,\N,\N,dev,2024-06-12
4035,121,51,19,15,15,1:23.484,\N,\N,dev,2024-06-12
4036,121,2,15,9,16,1:23.803,\N,\N,dev,2024-06-12
4037,121,50,18,19,17,1:25.078,\N,\N,dev,2024-06-12
4038,121,47,17,12,18,1:25.881,\N,\N,dev,2024-06-12
4039,121,53,18,18,19,1:26.778,\N,\N,dev,2024-06-12
4040,121,4,4,8,20,1:40.405,\N,\N,dev,2024-06-12
4041,122,8,1,6,1,1:11.670,\N,\N,dev,2024-06-12
4042,122,22,6,2,2,1:11.794,\N,\N,dev,2024-06-12
4043,122,44,7,20,3,1:11.920,\N,\N,dev,2024-06-12
4044,122,31,3,3,4,1:11.948,\N,\N,dev,2024-06-12
4045,122,23,3,4,5,1:12.078,\N,\N,dev,2024-06-12
4046,122,4,4,8,6,1:12.087,\N,\N,dev,2024-06-12
4047,122,30,6,1,7,1:12.194,\N,\N,dev,2024-06-12
4048,122,14,1,5,8,1:12.297,\N,\N,dev,2024-06-12
4049,122,43,7,21,9,1:12.326,\N,\N,dev,2024-06-12
4050,122,15,4,7,10,1:12.566,\N,\N,dev,2024-06-12
4051,122,18,16,17,11,1:12.695,\N,\N,dev,2024-06-12
4052,122,35,16,16,12,1:13.050,\N,\N,dev,2024-06-12
4053,122,2,15,9,13,1:13.083,\N,\N,dev,2024-06-12
4054,122,17,19,14,14,1:13.269,\N,\N,dev,2024-06-12
4055,122,49,15,10,15,1:13.447,\N,\N,dev,2024-06-12
4056,122,51,19,15,16,1:13.585,\N,\N,dev,2024-06-12
4057,122,21,17,11,17,1:13.798,\N,\N,dev,2024-06-12
4058,122,52,17,12,18,1:14.027,\N,\N,dev,2024-06-12
4059,122,50,18,19,19,1:15.360,\N,\N,dev,2024-06-12
4060,122,53,18,18,20,1:15.644,\N,\N,dev,2024-06-12
4061,123,22,6,2,1,1:31.713,\N,\N,dev,2024-06-12
4062,123,31,3,3,2,1:32.412,\N,\N,dev,2024-06-12
4063,123,43,7,21,3,1:32.419,\N,\N,dev,2024-06-12
4064,123,44,7,20,4,1:32.862,\N,\N,dev,2024-06-12
4065,123,4,4,8,5,1:33.044,\N,\N,dev,2024-06-12
4066,123,17,19,14,6,1:33.106,\N,\N,dev,2024-06-12
