race_id,year,round,circuit_id,race_name,date,time,race_timestamp,data_source,ingestion_date
75,2005,5,4,Spanish Grand Prix,2005-05-08,14:00:00,2005-05-08 14:00:00,dev,2024-06-11
76,2005,6,6,Monaco Grand Prix,2005-05-22,14:00:00,2005-05-22 14:00:00,dev,2024-06-11
77,2005,7,20,European Grand Prix,2005-05-29,14:00:00,2005-05-29 14:00:00,dev,2024-06-11
78,2005,8,7,Canadian Grand Prix,2005-06-12,13:00:00,2005-06-12 13:00:00,dev,2024-06-11
79,2005,9,19,United States Grand Prix,2005-06-19,14:00:00,2005-06-19 14:00:00,dev,2024-06-11
80,2005,10,8,French Grand Prix,2005-07-03,14:00:00,2005-07-03 14:00:00,dev,2024-06-11
81,2005,11,9,British Grand Prix,2005-07-10,14:00:00,2005-07-10 14:00:00,dev,2024-06-11
82,2005,12,10,German Grand Prix,2005-07-24,14:00:00,2005-07-24 14:00:00,dev,2024-06-11
83,2005,13,11,Hungarian Grand Prix,2005-07-31,14:00:00,2005-07-31 14:00:00,dev,2024-06-11
84,2005,14,5,Turkish Grand Prix,2005-08-21,15:00:00,2005-08-21 15:00:00,dev,2024-06-11
85,2005,15,14,Italian Grand Prix,2005-09-04,14:00:00,2005-09-04 14:00:00,dev,2024-06-11
86,2005,16,13,Belgian Grand Prix,2005-09-11,14:00:00,2005-09-11 14:00:00,dev,2024-06-11
87,2005,17,18,Brazilian Grand Prix,2005-09-25,14:00:00,2005-09-25 14:00:00,dev,2024-06-11
88,2005,18,22,Japanese Grand Prix,2005-10-09,14:00:00,2005-10-09 14:00:00,dev,2024-06-11
89,2005,19,17,Chinese Grand Prix,2005-10-16,14:00:00,2005-10-16 14:00:00,dev,2024-06-11
90,2004,1,1,Australian Grand Prix,2004-03-07,\N,2004-03-07 \N,dev,2024-06-11
91,2004,2,2,Malaysian Grand Prix,2004-03-21,\N,2004-03-21 \N,dev,2024-06-11
92,2004,3,3,Bahrain Grand Prix,2004-04-04,\N,2004-04-04 \N,dev,2024-06-11
93,2004,4,21,San Marino Grand Prix,2004-04-25,\N,2004-04-25 \N,dev,2024-06-11
94,2004,5,4,Spanish Grand Prix,2004-05-09,\N,2004-05-09 \N,dev,2024-06-11
95,2004,6,6,Monaco Grand Prix,2004-05-23,\N,2004-05-23 \N,dev,2024-06-11
96,2004,7,20,European Grand Prix,2004-05-30,\N,2004-05-30 \N,dev,2024-06-11
97,2004,8,7,Canadian Grand Prix,2004-06-13,\N,2004-06-13 \N,dev,2024-06-11
98,2004,9,19,United States Grand Prix,2004-06-20,\N,2004-06-20 \N,dev,2024-06-11
99,2004,10,8,French Grand Prix,2004-07-04,\N,2004-07-04 \N,dev,2024-06-11
100,2004,11,9,British Grand Prix,2004-07-11,\N,2004-07-11 \N,dev,2024-06-11
101,2004,12,10,German Grand Prix,2004-07-25,\N,2004-07-25 \N,dev,2024-06-11
102,2004,13,11,Hungarian Grand Prix,2004-08-15,\N,2004-08-15 \N,dev,2024-06-11
103,2004,14,13,Belgian Grand Prix,2004-08-29,\N,2004-08-29 \N,dev,2024-06-11
104,2004,15,14,Italian Grand Prix,2004-09-12,\N,2004-09-12 \N,dev,2024-06-11
105,2004,16,17,Chinese Grand Prix,2004-09-26,\N,2004-09-26 \N,dev,2024-06-11
106,2004,17,22,Japanese Grand Prix,2004-10-10,\N,2004-10-10 \N,dev,2024-06-11
107,2004,18,18,Brazilian Grand Prix,2004-10-24,\N,2004-10-24 \N,dev,2024-06-11
108,2003,1,1,Australian Grand Prix,2003-03-09,\N,2003-03-09 \N,dev,2024-06-11
109,2003,2,2,Malaysian Grand Prix,2003-03-23,\N,2003-03-23 \N,dev,2024-06-11
110,2003,3,18,Brazilian Grand Prix,2003-04-06,\N,2003-04-06 \N,dev,2024-06-11
111,2003,4,21,San Marino Grand Prix,2003-04-20,\N,2003-04-20 \N,dev,2024-06-11
112,2003,5,4,Spanish Grand Prix,2003-05-04,\N,2003-05-04 \N,dev,2024-06-11
113,2003,6,23,Austrian Grand Prix,2003-05-18,\N,2003-05-18 \N,dev,2024-06-11
114,2003,7,6,Monaco Grand Prix,2003-06-01,\N,2003-06-01 \N,dev,2024-06-11
115,2003,8,7,Canadian Grand Prix,2003-06-15,\N,2003-06-15 \N,dev,2024-06-11
116,2003,9,20,European Grand Prix,2003-06-29,\N,2003-06-29 \N,dev,2024-06-11
117,2003,10,8,French Grand Prix,2003-07-06,\N,2003-07-06 \N,dev,2024-06-11
118,2003,11,9,British Grand Prix,2003-07-20,\N,2003-07-20 \N,dev,2024-06-11
119,2003,12,10,German Grand Prix,2003-08-03,\N,2003-08-03 \N,dev,2024-06-11
120,2003,13,11,Hungarian Grand Prix,2003-08-24,\N,2003-08-24 \N,dev,2024-06-11
121,2003,14,14,Italian Grand Prix,2003-09-14,\N,2003-09-14 \N,dev,2024-06-11
122,2003,15,19,United States Grand Prix,2003-09-28,\N,2003-09-28 \N,dev,2024-06-11
123,2003,16,22,Japanese Grand Prix,2003-10-12,\N,2003-10-12 \N,dev,2024-06-11
124,2002,1,1,Australian Grand Prix,2002-03-03,\N,2002-03-03 \N,dev,2024-06-11
125,2002,2,2,Malaysian Grand Prix,2002-03-17,\N,2002-03-17 \N,dev,2024-06-11
126,2002,3,18,Brazilian Grand Prix,2002-03-31,\N,2002-03-31 \N,dev,2024-06-11
127,2002,4,21,San Marino Grand Prix,2002-04-14,\N,2002-04-14 \N,dev,2024-06-11
128,2002,5,4,Spanish Grand Prix,2002-04-28,\N,2002-04-28 \N,dev,2024-06-11
129,2002,6,23,Austrian Grand Prix,2002-05-12,\N,2002-05-12 \N,dev,2024-06-11
130,2002,7,6,Monaco Grand Prix,2002-05-26,\N,2002-05-26 \N,dev,2024-06-11
131,2002,8,7,Canadian Grand Prix,2002-06-09,\N,2002-06-09 \N,dev,2024-06-11
132,2002,9,20,European Grand Prix,2002-06-23,\N,2002-06-23 \N,dev,2024-06-11
133,2002,10,9,British Grand Prix,2002-07-07,\N,2002-07-07 \N,dev,2024-06-11
134,2002,11,8,French Grand Prix,2002-07-21,\N,2002-07-21 \N,dev,2024-06-11
135,2002,12,10,German Grand Prix,2002-07-28,\N,2002-07-28 \N,dev,2024-06-11
136,2002,13,11,Hungarian Grand Prix,2002-08-18,\N,2002-08-18 \N,dev,2024-06-11
137,2002,14,13,Belgian Grand Prix,2002-09-01,\N,2002-09-01 \N,dev,2024-06-11
138,2002,15,14,Italian Grand Prix,2002-09-15,\N,2002-09-15 \N,dev,2024-06-11
139,2002,16,19,United States Grand Prix,2002-09-29,\N,2002-09-29 \N,dev,2024-06-11
140,2002,17,22,Japanese Grand Prix,2002-10-13,\N,2002-10-13 \N,dev,2024-06-11
141,2001,1,1,Australian Grand Prix,2001-03-04,\N,2001-03-04 \N,dev,2024-06-11
142,2001,2,2,Malaysian Grand Prix,2001-03-18,\N,2001-03-18 \N,dev,2024-06-11
143,2001,3,18,Brazilian Grand Prix,2001-04-01,\N,2001-04-01 \N,dev,2024-06-11
144,2001,4,21,San Marino Grand Prix,2001-04-15,\N,2001-04-15 \N,dev,2024-06-11
145,2001,5,4,Spanish Grand Prix,2001-04-29,\N,2001-04-29 \N,dev,2024-06-11
146,2001,6,23,Austrian Grand Prix,2001-05-13,\N,2001-05-13 \N,dev,2024-06-11
147,2001,7,6,Monaco Grand Prix,2001-05-27,\N,2001-05-27 \N,dev,2024-06-11
148,2001,8,7,Canadian Grand Prix,2001-06-10,\N,2001-06-10 \N,dev,2024-06-11
149,2001,9,20,European Grand Prix,2001-06-24,\N,2001-06-24 \N,dev,2024-06-11
150,2001,10,8,French Grand Prix,2001-07-01,\N,2001-07-01 \N,dev,2024-06-11
151,2001,11,9,British Grand Prix,2001-07-15,\N,2001-07-15 \N,dev,2024-06-11
152,2001,12,10,German Grand Prix,2001-07-29,\N,2001-07-29 \N,dev,2024-06-11
153,2001,13,11,Hungarian Grand Prix,2001-08-19,\N,2001-08-19 \N,dev,2024-06-11
154,2001,14,13,Belgian Grand Prix,2001-09-02,\N,2001-09-02 \N,dev,2024-06-11
155,2001,15,14,Italian Grand Prix,2001-09-16,\N,2001-09-16 \N,dev,2024-06-11
156,2001,16,19,United States Grand Prix,2001-09-30,\N,2001-09-30 \N,dev,2024-06-11
157,2001,17,22,Japanese Grand Prix,2001-10-14,\N,2001-10-14 \N,dev,2024-06-11
158,2000,1,1,Australian Grand Prix,2000-03-12,\N,2000-03-12 \N,dev,2024-06-11
159,2000,2,18,Brazilian Grand Prix,2000-03-26,\N,2000-03-26 \N,dev,2024-06-11
160,2000,3,21,San Marino Grand Prix,2000-04-09,\N,2000-04-09 \N,dev,2024-06-11
161,2000,4,9,British Grand Prix,2000-04-23,\N,2000-04-23 \N,dev,2024-06-11
162,2000,5,4,Spanish Grand Prix,2000-05-07,\N,2000-05-07 \N,dev,2024-06-11
163,2000,6,20,European Grand Prix,2000-05-21,\N,2000-05-21 \N,dev,2024-06-11
164,2000,7,6,Monaco Grand Prix,2000-06-04,\N,2000-06-04 \N,dev,2024-06-11
165,2000,8,7,Canadian Grand Prix,2000-06-18,\N,2000-06-18 \N,dev,2024-06-11
166,2000,9,8,French Grand Prix,2000-07-02,\N,2000-07-02 \N,dev,2024-06-11
167,2000,10,23,Austrian Grand Prix,2000-07-16,\N,2000-07-16 \N,dev,2024-06-11
168,2000,11,10,German Grand Prix,2000-07-30,\N,2000-07-30 \N,dev,2024-06-11
169,2000,12,11,Hungarian Grand Prix,2000-08-13,\N,2000-08-13 \N,dev,2024-06-11
170,2000,13,13,Belgian Grand Prix,2000-08-27,\N,2000-08-27 \N,dev,2024-06-11
171,2000,14,14,Italian Grand Prix,2000-09-10,\N,2000-09-10 \N,dev,2024-06-11
172,2000,15,19,United States Grand Prix,2000-09-24,\N,2000-09-24 \N,dev,2024-06-11
173,2000,16,22,Japanese Grand Prix,2000-10-08,\N,2000-10-08 \N,dev,2024-06-11
174,2000,17,2,Malaysian Grand Prix,2000-10-22,\N,2000-10-22 \N,dev,2024-06-11
175,1999,1,1,Australian Grand Prix,1999-03-07,\N,1999-03-07 \N,dev,2024-06-11
176,1999,2,18,Brazilian Grand Prix,1999-04-11,\N,1999-04-11 \N,dev,2024-06-11
177,1999,3,21,San Marino Grand Prix,1999-05-02,\N,1999-05-02 \N,dev,2024-06-11
178,1999,4,6,Monaco Grand Prix,1999-05-16,\N,1999-05-16 \N,dev,2024-06-11
179,1999,5,4,Spanish Grand Prix,1999-05-30,\N,1999-05-30 \N,dev,2024-06-11
180,1999,6,7,Canadian Grand Prix,1999-06-13,\N,1999-06-13 \N,dev,2024-06-11
181,1999,7,8,French Grand Prix,1999-06-27,\N,1999-06-27 \N,dev,2024-06-11
182,1999,8,9,British Grand Prix,1999-07-11,\N,1999-07-11 \N,dev,2024-06-11
183,1999,9,23,Austrian Grand Prix,1999-07-25,\N,1999-07-25 \N,dev,2024-06-11
184,1999,10,10,German Grand Prix,1999-08-01,\N,1999-08-01 \N,dev,2024-06-11
185,1999,11,11,Hungarian Grand Prix,1999-08-15,\N,1999-08-15 \N,dev,2024-06-11
186,1999,12,13,Belgian Grand Prix,1999-08-29,\N,1999-08-29 \N,dev,2024-06-11
187,1999,13,14,Italian Grand Prix,1999-09-12,\N,1999-09-12 \N,dev,2024-06-11
188,1999,14,20,European Grand Prix,1999-09-26,\N,1999-09-26 \N,dev,2024-06-11
189,1999,15,2,Malaysian Grand Prix,1999-10-17,\N,1999-10-17 \N,dev,2024-06-11
190,1999,16,22,Japanese Grand Prix,1999-10-31,\N,1999-10-31 \N,dev,2024-06-11
191,1998,1,1,Australian Grand Prix,1998-03-08,\N,1998-03-08 \N,dev,2024-06-11
192,1998,2,18,Brazilian Grand Prix,1998-03-29,\N,1998-03-29 \N,dev,2024-06-11
193,1998,3,25,Argentine Grand Prix,1998-04-12,\N,1998-04-12 \N,dev,2024-06-11
194,1998,4,21,San Marino Grand Prix,1998-04-26,\N,1998-04-26 \N,dev,2024-06-11
195,1998,5,4,Spanish Grand Prix,1998-05-10,\N,1998-05-10 \N,dev,2024-06-11
196,1998,6,6,Monaco Grand Prix,1998-05-24,\N,1998-05-24 \N,dev,2024-06-11
197,1998,7,7,Canadian Grand Prix,1998-06-07,\N,1998-06-07 \N,dev,2024-06-11
198,1998,8,8,French Grand Prix,1998-06-28,\N,1998-06-28 \N,dev,2024-06-11
199,1998,9,9,British Grand Prix,1998-07-12,\N,1998-07-12 \N,dev,2024-06-11
200,1998,10,23,Austrian Grand Prix,1998-07-26,\N,1998-07-26 \N,dev,2024-06-11
201,1998,11,10,German Grand Prix,1998-08-02,\N,1998-08-02 \N,dev,2024-06-11
202,1998,12,11,Hungarian Grand Prix,1998-08-16,\N,1998-08-16 \N,dev,2024-06-11
203,1998,13,13,Belgian Grand Prix,1998-08-30,\N,1998-08-30 \N,dev,2024-06-11
204,1998,14,14,Italian Grand Prix,1998-09-13,\N,1998-09-13 \N,dev,2024-06-11
205,1998,15,20,Luxembourg Grand Prix,1998-09-27,\N,1998-09-27 \N,dev,2024-06-11
206,1998,16,22,Japanese Grand Prix,1998-11-01,\N,1998-11-01 \N,dev,2024-06-11
207,1997,1,1,Australian Grand Prix,1997-03-09,\N,1997-03-09 \N,dev,2024-06-11
208,1997,2,18,Brazilian Grand Prix,1997-03-30,\N,1997-03-30 \N,dev,2024-06-11
209,1997,3,25,Argentine Grand Prix,1997-04-13,\N,1997-04-13 \N,dev,2024-06-11
210,1997,4,21,San Marino Grand Prix,1997-04-27,\N,1997-04-27 \N,dev,2024-06-11
211,1997,5,6,Monaco Grand Prix,1997-05-11,\N,1997-05-11 \N,dev,2024-06-11
212,1997,6,4,Spanish Grand Prix,1997-05-25,\N,1997-05-25 \N,dev,2024-06-11
213,1997,7,7,Canadian Grand Prix,1997-06-15,\N,1997-06-15 \N,dev,2024-06-11
214,1997,8,8,French Grand Prix,1997-06-29,\N,1997-06-29 \N,dev,2024-06-11
215,1997,9,9,British Grand Prix,1997-07-13,\N,1997-07-13 \N,dev,2024-06-11
216,1997,10,10,German Grand Prix,1997-07-27,\N,1997-07-27 \N,dev,2024-06-11
217,1997,11,11,Hungarian Grand Prix,1997-08-10,\N,1997-08-10 \N,dev,2024-06-11
218,1997,12,13,Belgian Grand Prix,1997-08-24,\N,1997-08-24 \N,dev,2024-06-11
219,1997,13,14,Italian Grand Prix,1997-09-07,\N,1997-09-07 \N,dev,2024-06-11
220,1997,14,23,Austrian Grand Prix,1997-09-21,\N,1997-09-21 \N,dev,2024-06-11
221,1997,15,20,Luxembourg Grand Prix,1997-09-28,\N,1997-09-28 \N,dev,2024-06-11
222,1997,16,22,Japanese Grand Prix,1997-10-12,\N,1997-10-12 \N,dev,2024-06-11
223,1997,17,26,European Grand Prix,1997-10-26,\N,1997-10-26 \N,dev,2024-06-11
224,1996,1,1,Australian Grand Prix,1996-03-10,\N,1996-03-10 \N,dev,2024-06-11
225,1996,2,18,Brazilian Grand Prix,1996-03-31,\N,1996-03-31 \N,dev,2024-06-11
226,1996,3,25,Argentine Grand Prix,1996-04-07,\N,1996-04-07 \N,dev,2024-06-11
227,1996,4,20,European Grand Prix,1996-04-28,\N,1996-04-28 \N,dev,2024-06-11
228,1996,5,21,San Marino Grand Prix,1996-05-05,\N,1996-05-05 \N,dev,2024-06-11
229,1996,6,6,Monaco Grand Prix,1996-05-19,\N,1996-05-19 \N,dev,2024-06-11
230,1996,7,4,Spanish Grand Prix,1996-06-02,\N,1996-06-02 \N,dev,2024-06-11
231,1996,8,7,Canadian Grand Prix,1996-06-16,\N,1996-06-16 \N,dev,2024-06-11
232,1996,9,8,French Grand Prix,1996-06-30,\N,1996-06-30 \N,dev,2024-06-11
233,1996,10,9,British Grand Prix,1996-07-14,\N,1996-07-14 \N,dev,2024-06-11
234,1996,11,10,German Grand Prix,1996-07-28,\N,1996-07-28 \N,dev,2024-06-11
235,1996,12,11,Hungarian Grand Prix,1996-08-11,\N,1996-08-11 \N,dev,2024-06-11
236,1996,13,13,Belgian Grand Prix,1996-08-25,\N,1996-08-25 \N,dev,2024-06-11
237,1996,14,14,Italian Grand Prix,1996-09-08,\N,1996-09-08 \N,dev,2024-06-11
238,1996,15,27,Portuguese Grand Prix,1996-09-22,\N,1996-09-22 \N,dev,2024-06-11
239,1996,16,22,Japanese Grand Prix,1996-10-13,\N,1996-10-13 \N,dev,2024-06-11
240,1995,1,18,Brazilian Grand Prix,1995-03-26,\N,1995-03-26 \N,dev,2024-06-11
241,1995,2,25,Argentine Grand Prix,1995-04-09,\N,1995-04-09 \N,dev,2024-06-11
242,1995,3,21,San Marino Grand Prix,1995-04-30,\N,1995-04-30 \N,dev,2024-06-11
243,1995,4,4,Spanish Grand Prix,1995-05-14,\N,1995-05-14 \N,dev,2024-06-11
244,1995,5,6,Monaco Grand Prix,1995-05-28,\N,1995-05-28 \N,dev,2024-06-11
245,1995,6,7,Canadian Grand Prix,1995-06-11,\N,1995-06-11 \N,dev,2024-06-11
246,1995,7,8,French Grand Prix,1995-07-02,\N,1995-07-02 \N,dev,2024-06-11
247,1995,8,9,British Grand Prix,1995-07-16,\N,1995-07-16 \N,dev,2024-06-11
248,1995,9,10,German Grand Prix,1995-07-30,\N,1995-07-30 \N,dev,2024-06-11
249,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,1995-08-13 \N,dev,2024-06-11
250,1995,11,13,Belgian Grand Prix,1995-08-27,\N,1995-08-27 \N,dev,2024-06-11
251,1995,12,14,Italian Grand Prix,1995-09-10,\N,1995-09-10 \N,dev,2024-06-11
252,1995,13,27,Portuguese Grand Prix,1995-09-24,\N,1995-09-24 \N,dev,2024-06-11
253,1995,14,20,European Grand Prix,1995-10-01,\N,1995-10-01 \N,dev,2024-06-11
254,1995,15,28,Pacific Grand Prix,1995-10-22,\N,1995-10-22 \N,dev,2024-06-11
255,1995,16,22,Japanese Grand Prix,1995-10-29,\N,1995-10-29 \N,dev,2024-06-11
256,1995,17,29,Australian Grand Prix,1995-11-12,\N,1995-11-12 \N,dev,2024-06-11
257,1994,1,18,Brazilian Grand Prix,1994-03-27,\N,1994-03-27 \N,dev,2024-06-11
258,1994,2,28,Pacific Grand Prix,1994-04-17,\N,1994-04-17 \N,dev,2024-06-11
259,1994,3,21,San Marino Grand Prix,1994-05-01,\N,1994-05-01 \N,dev,2024-06-11
260,1994,4,6,Monaco Grand Prix,1994-05-15,\N,1994-05-15 \N,dev,2024-06-11
261,1994,5,4,Spanish Grand Prix,1994-05-29,\N,1994-05-29 \N,dev,2024-06-11
262,1994,6,7,Canadian Grand Prix,1994-06-12,\N,1994-06-12 \N,dev,2024-06-11
263,1994,7,8,French Grand Prix,1994-07-03,\N,1994-07-03 \N,dev,2024-06-11
264,1994,8,9,British Grand Prix,1994-07-10,\N,1994-07-10 \N,dev,2024-06-11
265,1994,9,10,German Grand Prix,1994-07-31,\N,1994-07-31 \N,dev,2024-06-11
266,1994,10,11,Hungarian Grand Prix,1994-08-14,\N,1994-08-14 \N,dev,2024-06-11
267,1994,11,13,Belgian Grand Prix,1994-08-28,\N,1994-08-28 \N,dev,2024-06-11
268,1994,12,14,Italian Grand Prix,1994-09-11,\N,1994-09-11 \N,dev,2024-06-11
269,1994,13,27,Portuguese Grand Prix,1994-09-25,\N,1994-09-25 \N,dev,2024-06-11
270,1994,14,26,European Grand Prix,1994-10-16,\N,1994-10-16 \N,dev,2024-06-11
271,1994,15,22,Japanese Grand Prix,1994-11-06,\N,1994-11-06 \N,dev,2024-06-11
